id, lat,lon,name
478,49.177522,3.473478,"Villeneuve-sur-Fere, France",
479,-33.0153481,-71.5500276,"Viña del Mar, Chile",
480,43.6642649,-7.5945348,"Viveiro, Spain",
512,40.7565,73.9742,"Waldorf-Astoria, New York City, New York",
481,53.3900441,-2.5969501,"Warrington, Cheshire, United Kingdom",
482,52.2296756,21.0122287,"Warsaw, Poland",
483,38.9071923,-77.0368707,"Washington, D.C.",
484,41.3542395,-72.164816,"Waterford, Connecticut",
485,50.9794934,11.3235439,"Weimar, Germany",
486,51.547358,-0.190436,"West Hampstead, London, United Kingdom",
487,51.4995,-0.1333,"Westminster, United Kingdom",
488,41.0339862,-73.7629097,"White Plains, New York",
489,53.528409,-1.461325,"Worsbrough, United Kingdom",
490,51.1078852,17.0385376,"Wroclaw, Poland",
491,53.365407,-2.058357,"Wyberslegh Hall, United Kingdom",
492,35.4437078,139.6380256,"Yokohama, Japan",
493,53.9599651,-1.0872979,"York, United Kingdom",
494,41.6488226,-0.8890853,"Zaragoza, Spain",
495,51.0006721,4.9830118,"Zichem, Belgium",
496,47.3768866,8.541694,"Zurich, Switzerland",
